UID,Title_Director_Actors,Title,Series_or_Movie,Genres_all,Primary G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,Genre count,Country_Availability,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,Country count,Languages,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,Language count,Director,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,Director count,Actors,A2,A3,A4,Actor count,Biography,Crime,Action,Comedy,Documentary,Drama,Adventure,Animation,Horror,Mystery,Sci-Fi,Thriller,Family,Fantasy,Adult,Talk-Show,Romance,Music,Musical,Western,Sport,War,History,News,Germany,Singapore,Thailand,Lithuania,Argentina,France,Hong Kong,Australia,Poland,Slovakia,Israel,South Africa,Japan,Sweden,Canada,Greece,Italy,Belgium,Brazil,United States,Russia,United Kingdom,Portugal,South Korea,Hungary,Romania,Switzerland,India,Czech Republic,Mexico,Spain,Turkey,Iceland,Netherlands,Malaysia,Colombia,Runtime,Under 30 mins,30-60 mins,1-2 hours,Over 2 hours,View_Rating,IMDb_Score,Rotten_Tomatoes_Score,Metacritic_Score,Awards_Received,Awards_Nominated_For,Boxoffice,Release_Date,Netflix_Release_Date,Production
9655,"Raees_Rahul Dholakia_Shubham Tukaram, Yug, Shubham Chintamani, Raj Arjun",Raees,Movie,"Action,Crime,Drama",Action,Crime,Drama,,,,,,,,,,3,Iceland,South Africa,Czech Republic,Slovakia,Lithuania,Russia,India,Australia,United Kingdom,Canada,United States,Portugal,Hong Kong,Poland,Greece,Romania,Singapore,Spain,Germany,Sweden,France,Belgium,Switzerland,Mexico,Argentina,South Korea,Japan,Thailand,Hungary,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia,36,Hindi,,,,,,,,,,,,,,1,Rahul Dholakia,,,,,,,,,,,,,1,Shubham Tukaram,Yug,Shubham Chintamani,Raj Arjun,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,0,1,Not Rated,6.8,67,,4,15,3262954,25-Jan-17,26/5/2017,"Excel Entertainment, Red Chillies Entertainment"
9665,"Rain Man_Barry Levinson_Dustin Hoffman, Valeria Golino, Gerald R. Molen, Tom Cruise",Rain Man,Movie,Drama,Drama,,,,,,,,,,,,1,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,Italian,,,,,,,,,,,,,2,Barry Levinson,,,,,,,,,,,,,1,Dustin Hoffman,Valeria Golino,Gerald R. Molen,Tom Cruise,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,R,8,89,65,26,23,172825435,16-Dec-88,14/4/2015,Guber-Peters Company
9672,"Raising Victor Vargas_Peter Sollett_Donna Maldonado, Victor Rasuk, Kevin Rivera, Krystal Rodriguez",Raising Victor Vargas,Movie,"Drama,Romance",Drama,Romance,,,,,,,,,,,2,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,Spanish,,,,,,,,,,,,,2,Peter Sollett,,,,,,,,,,,,,1,Donna Maldonado,Victor Rasuk,Kevin Rivera,Krystal Rodriguez,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,7.2,96,83,4,14,2078661,2-May-03,3/11/2020,"Canal+, StudioCanal, Forensic Films"
9685,"Rambo: Last Blood_Adrian Grunberg_Adriana Barraza, Paz Vega, Sergio Peris-Mencheta, Sylvester Stallone",Rambo: Last Blood,Movie,"Action,Thriller",Action,Thriller,,,,,,,,,,,2,Czech Republic,Netherlands,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,English,Spanish,,,,,,,,,,,,,2,Adrian Grunberg,,,,,,,,,,,,,1,Adriana Barraza,Paz Vega,Sergio Peris-Mencheta,Sylvester Stallone,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,1,0,R,6.1,,26,4,8,44819352,20-Sep-19,16/4/2020,
9686,"Rambo_Sylvester Stallone_Matthew Marsden, Graham McTavish, Julie Benz, Sylvester Stallone",Rambo,Movie,"Action,Thriller",Action,Thriller,,,,,,,,,,,2,Japan,Canada,Italy,United Kingdom,Romania,Czech Republic,Hungary,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,English,Burmese,Thai,,,,,,,,,,,,3,Sylvester Stallone,,,,,,,,,,,,,1,Matthew Marsden,Graham McTavish,Julie Benz,Sylvester Stallone,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,R,7,37,46,1,1,42754105,25-Jan-08,14/4/2015,Lionsgate Films
9692,"Rang De Basanti_Rakeysh Omprakash Mehra_Sharman Joshi, Kunal Kapoor, Siddharth, Aamir Khan",Rang De Basanti,Movie,"Comedy,Crime,Drama",Comedy,Crime,Drama,,,,,,,,,,3,India,Slovakia,Lithuania,Canada,United Kingdom,Australia,Singapore,Russia,Czech Republic,Hong Kong,Germany,France,Romania,Mexico,Belgium,Switzerland,Argentina,South Africa,Iceland,Thailand,Hungary,Poland,Spain,Portugal,Sweden,Greece,Japan,United States,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia,,35,Hindi,,,,,,,,,,,,,,1,Rakeysh Omprakash Mehra,,,,,,,,,,,,,1,Sharman Joshi,Kunal Kapoor,Siddharth,Aamir Khan,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,0,0,0,1,Not Rated,8.2,,,37,30,2197694,26-Jan-06,14/4/2015,
9693,"Rango_Gore Verbinski_Ned Beatty, Johnny Depp, Abigail Breslin, Isla Fisher",Rango,Movie,"Animation,Adventure,Comedy,Family,Western",Animation,Adventure,Comedy,Family,Western,,,,,,,,5,France,Hong Kong,India,Belgium,Switzerland,Canada,Mexico,Lithuania,Hungary,Russia,United Kingdom,Thailand,Brazil,Czech Republic,Italy,Australia,Poland,Singapore,Argentina,Greece,Malaysia,Slovakia,Turkey,United States,Colombia,Romania,Sweden,South Korea,Iceland,,,,,,,,29,English,,,,,,,,,,,,,,1,Gore Verbinski,,,,,,,,,,,,,1,Ned Beatty,Johnny Depp,Abigail Breslin,Isla Fisher,4,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,3,0,0,1,0,PG,7.2,88,75,46,25,123477607,4-Mar-11,14/4/2015,"Blind Wink, GK Films"
9697,"Ransom_Ron Howard_Brawley Nolte, Rene Russo, Gary Sinise, Mel Gibson",Ransom,Movie,"Action,Crime,Thriller",Action,Crime,Thriller,,,,,,,,,,3,Switzerland,Brazil,Italy,Argentina,Mexico,Colombia,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,English,,,,,,,,,,,,,,1,Ron Howard,,,,,,,,,,,,,1,Brawley Nolte,Rene Russo,Gary Sinise,Mel Gibson,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,0,1,R,6.7,75,60,3,5,136492681,8-Nov-96,5/10/2019,"Imagine Entertainment, Touchstone Pictures"
9702,"Rashomon_Akira Kurosawa_Masayuki Mori, Machiko Kyô, Takashi Shimura, Toshirô Mifune",Rashomon,Movie,"Crime,Drama,Mystery",Crime,Drama,Mystery,,,,,,,,,,3,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Japanese,,,,,,,,,,,,,,1,Akira Kurosawa,,,,,,,,,,,,,1,Masayuki Mori,Machiko Kyô,Takashi Shimura,Toshirô Mifune,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Not Rated,8.2,98,98,9,5,46808,26-Dec-51,1/10/2015,Daiei Motion Picture Company
9706,"Ratchet and Clank_Jericca Cleland, Kevin Munroe_Paul Giamatti, Rosario Dawson, Bella Thorne, John Goodman",Ratchet and Clank,Movie,"Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,,,,,,7,Switzerland,Germany,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,English,,,,,,,,,,,,,,1,Jericca Cleland,Kevin Munroe,,,,,,,,,,,,2,Paul Giamatti,Rosario Dawson,Bella Thorne,John Goodman,4,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,PG,5.6,21,29,1,6,8821329,29-Apr-16,5/11/2016,"Gramercy, Rainmaker Entertainment"
9716,"Ray_Taylor Hackford_Jamie Foxx, Regina King, Clifton Powell, Kerry Washington",Ray,Movie,"Biography,Drama,Music",Biography,Drama,Music,,,,,,,,,,3,Mexico,Argentina,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,English,,,,,,,,,,,,,,1,Taylor Hackford,,,,,,,,,,,,,1,Jamie Foxx,Regina King,Clifton Powell,Kerry Washington,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,1,PG-13,7.7,79,73,54,54,75331600,29-Oct-04,14/4/2015,"Crusader Entertainment LLC, Unchain My Heart Louisiana"
9735,"Ready Player One_Steven Spielberg_Ben Mendelsohn, Lena Waithe, Tye Sheridan, Olivia Cooke",Ready Player One,Movie,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,,,,,,,,,,3,Hong Kong,United Kingdom,Thailand,Australia,Singapore,Malaysia,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,English,,,,,,,,,,,,,,1,Steven Spielberg,,,,,,,,,,,,,1,Ben Mendelsohn,Lena Waithe,Tye Sheridan,Olivia Cooke,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,PG-13,7.5,72,64,11,56,137690172,29-Mar-18,23/1/2019,"RatPac-Dune Entertainment, Warner Bros., Village Roadshow Pictures, Amblin Entertainment, De Line Pictures"
9742,"Real Steel_Shawn Levy_Dakota Goyo, Evangeline Lilly, Hugh Jackman, Anthony Mackie",Real Steel,Movie,"Action,Drama,Sci-Fi,Sport",Action,Drama,Sci-Fi,Sport,,,,,,,,,4,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,Ukrainian,,,,,,,,,,,,,2,Shawn Levy,,,,,,,,,,,,,1,Dakota Goyo,Evangeline Lilly,Hugh Jackman,Anthony Mackie,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,PG-13,7.1,60,56,2,6,85468508,7-Oct-11,14/4/2015,"21 Laps Entertainment, Montford Murphy"
9743,"Real_Shawn Levy_Dakota Goyo, Evangeline Lilly, Hugh Jackman, Anthony Mackie",Real,Movie,"Action,Drama,Sci-Fi,Sport",Action,Drama,Sci-Fi,Sport,,,,,,,,,4,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,Ukrainian,,,,,,,,,,,,,2,Shawn Levy,,,,,,,,,,,,,1,Dakota Goyo,Evangeline Lilly,Hugh Jackman,Anthony Mackie,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,PG-13,7.1,60,56,2,6,85468508,7-Oct-11,13/9/2019,"21 Laps Entertainment, Montford Murphy"
9744,"Reality Bites_Ben Stiller_Winona Ryder, Janeane Garofalo, Ethan Hawke, Steve Zahn",Reality Bites,Movie,"Comedy,Drama,Romance",Comedy,Drama,Romance,,,,,,,,,,3,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,,,,,,,,,,,,,,1,Ben Stiller,,,,,,,,,,,,,1,Winona Ryder,Janeane Garofalo,Ethan Hawke,Steve Zahn,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,PG-13,6.6,66,67,1,1,20982557,18-Feb-94,1/1/2016,"Universal Pictures, Jersey Films"
9777,"Red Dawn_Dan Bradley_Josh Peck, Josh Hutcherson, Adrianne Palicki, Chris Hemsworth",Red Dawn,Movie,"Action,Drama",Action,Drama,,,,,,,,,,,2,Hong Kong,India,Germany,Singapore,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,English,Korean,,,,,,,,,,,,,2,Dan Bradley,,,,,,,,,,,,,1,Josh Peck,Josh Hutcherson,Adrianne Palicki,Chris Hemsworth,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,PG-13,5.4,15,31,1,4,44806783,21-Nov-12,14/4/2015,Contrafilm
9781,"Red Dragon_Brett Ratner_Anthony Hopkins, Ralph Fiennes, Harvey Keitel, Edward Norton",Red Dragon,Movie,"Crime,Drama,Thriller",Crime,Drama,Thriller,,,,,,,,,,3,Canada,Lithuania,Poland,Italy,Spain,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Romania,Switzerland,Australia,United Kingdom,Japan,Mexico,Argentina,Brazil,Colombia,,,,,,,,,,,,,,,,,20,English,French,,,,,,,,,,,,,2,Brett Ratner,,,,,,,,,,,,,1,Anthony Hopkins,Ralph Fiennes,Harvey Keitel,Edward Norton,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,4,0,0,0,1,R,7.2,68,60,4,10,93149898,4-Oct-02,14/4/2015,"Universal Pictures, Dino De Laurentiis Productions"
9785,"Red Obsession_David Roach, Warwick Ross_Sara Eisen, Russell Crowe, Debra Meiburg",Red Obsession,Movie,"Documentary,History,News",Documentary,History,News,,,,,,,,,,3,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,,,,,,,,,,,,,,1,David Roach,Warwick Ross,,,,,,,,,,,,2,Sara Eisen,Russell Crowe,Debra Meiburg,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Not Rated,6.7,86,68,2,4,13199,6-Sep-13,14/4/2015,Lion Rock Films
9787,"Red Sparrow_Francis Lawrence_Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling",Red Sparrow,Movie,"Action,Drama,Thriller",Action,Drama,Thriller,,,,,,,,,,3,Switzerland,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,English,Russian,,,,,,,,,,,,,2,Francis Lawrence,,,,,,,,,,,,,1,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Charlotte Rampling,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,R,6.6,45,53,3,8,46874505,2-Mar-18,1/2/2020,"TSL Entertainment, Chernin Entertainment"
9788,"Red State_Kevin Smith_Nicholas Braun, Ronnie Connell, Deborah Aquila, Michael Angarano",Red State,Movie,"Action,Crime,Horror,Thriller",Action,Crime,Horror,Thriller,,,,,,,,,4,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,,,,,,,,,,,,,,1,Kevin Smith,,,,,,,,,,,,,1,Nicholas Braun,Ronnie Connell,Deborah Aquila,Michael Angarano,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,R,6.2,60,50,3,8,1104682,30-Sep-11,14/4/2015,The Harvey Boys
9800,"Regresión_Alejandro Amenábar_David Thewlis, Lothaire Bluteau, Ethan Hawke, Emma Watson",Regresión,Movie,"Crime,Drama,Mystery,Thriller",Crime,Drama,Mystery,Thriller,,,,,,,,,4,Japan,Canada,India,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,English,,,,,,,,,,,,,,1,Alejandro Amenábar,,,,,,,,,,,,,1,David Thewlis,Lothaire Bluteau,Ethan Hawke,Emma Watson,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,R,5.7,15,32,1,2,55039,2-Oct-15,1/10/2016,Himenóptero
9808,"Remember Me, My Love_Gabriele Muccino_Nicoletta Romanoff, Monica Bellucci, Laura Morante, Fabrizio Bentivoglio","Remember Me, My Love",Movie,"Comedy,Romance,Drama",Comedy,Romance,Drama,,,,,,,,,,3,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Italian,French,English,,,,,,,,,,,,3,Gabriele Muccino,,,,,,,,,,,,,1,Nicoletta Romanoff,Monica Bellucci,Laura Morante,Fabrizio Bentivoglio,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,R,6.4,55,53,8,28,227986,14-Feb-03,14/4/2015,"Vice Versa Film, Fandango, Medusa Produzione, Telepiù, Rai Cinema"
9810,"Remember Me_Allen Coulter_Noel Rodriguez, Kevin P. McCarthy, Caitlyn Rund, Moisés Acevedo",Remember Me,Movie,"Drama,Romance",Drama,Romance,,,,,,,,,,,2,United Kingdom,France,United States,Japan,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,English,Chinese,,,,,,,,,,,,,2,Allen Coulter,,,,,,,,,,,,,1,Noel Rodriguez,Kevin P. McCarthy,Caitlyn Rund,Moisés Acevedo,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,PG-13,7.1,27,40,4,5,19068240,12-Mar-10,14/4/2015,Underground Films
9830,"Repo Man_Alex Cox_Olivia Barash, Tracey Walter, Harry Dean Stanton, Emilio Estevez",Repo Man,Movie,"Action,Comedy,Crime,Sci-Fi,Thriller",Action,Comedy,Crime,Sci-Fi,Thriller,,,,,,,,5,Lithuania,Poland,Czech Republic,Hungary,Slovakia,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,English,Spanish,,,,,,,,,,,,,2,Alex Cox,,,,,,,,,,,,,1,Olivia Barash,Tracey Walter,Harry Dean Stanton,Emilio Estevez,4,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,R,6.9,98,82,2,3,129000,2-Mar-84,16/2/2021,Edge City LLC
9833,"Reprise_Joachim Trier_Espen Klouman Høiner, Odd-Magnus Williamson, Viktoria Winge, Anders Danielsen Lie",Reprise,Movie,Drama,Drama,,,,,,,,,,,,1,Lithuania,Poland,Italy,Spain,Greece,Czech Republic,Portugal,Hungary,Slovakia,Germany,Romania,Switzerland,United Kingdom,Iceland,,,,,,,,,,,,,,,,,,,,,,,14,Norwegian,,,,,,,,,,,,,,1,Joachim Trier,,,,,,,,,,,,,1,Espen Klouman Høiner,Odd-Magnus Williamson,Viktoria Winge,Anders Danielsen Lie,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,3,0,0,1,0,R,7.4,88,79,16,16,554826,8-Sep-06,14/4/2015,"4 1/2 Film, Filmlance International AB"
9836,"Requiem for a Dream_Darren Aronofsky_Jennifer Connelly, Ellen Burstyn, Jared Leto, Marlon Wayans",Requiem for a Dream,Movie,Drama,Drama,,,,,,,,,,,,1,Lithuania,Russia,Hungary,Czech Republic,Poland,Greece,Slovakia,Turkey,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,English,,,,,,,,,,,,,,1,Darren Aronofsky,,,,,,,,,,,,,1,Jennifer Connelly,Ellen Burstyn,Jared Leto,Marlon Wayans,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,R,8.3,79,68,35,70,3635482,15-Dec-00,14/4/2015,"Thousand Words, Industry Entertainment, Truth and Soul Pictures, Bandeira Entertainment, Requiem for a Dream LLC, Artisan Entertainment, Protozoa Pictures, Sibling Productions"
9838,"Rescue Dawn_Werner Herzog_Zach Grenier, Marshall Bell, Christian Bale, Toby Huss",Rescue Dawn,Movie,"Action,Biography,Drama,Thriller,War",Action,Biography,Drama,Thriller,War,,,,,,,,5,Romania,Hungary,Czech Republic,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,English,Lao,Vietnamese,,,,,,,,,,,,3,Werner Herzog,,,,,,,,,,,,,1,Zach Grenier,Marshall Bell,Christian Bale,Toby Huss,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,PG-13,7.3,90,77,1,6,5490423,27-Jul-07,14/4/2015,Gibraltar Entertainment and Production LLC
9839,"Reservoir Dogs_Quentin Tarantino_Tim Roth, Michael Madsen, Harvey Keitel, Chris Penn",Reservoir Dogs,Movie,"Crime,Drama,Thriller",Crime,Drama,Thriller,,,,,,,,,,3,France,Russia,Canada,Italy,Germany,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,English,,,,,,,,,,,,,,1,Quentin Tarantino,,,,,,,,,,,,,1,Tim Roth,Michael Madsen,Harvey Keitel,Chris Penn,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,8.3,92,79,12,23,2832029,2-Sep-92,14/4/2015,"Live Entertainment, Dog Eat Dog Productions"
9841,"Resident Evil: Afterlife_Paul W.S. Anderson_Milla Jovovich, Kim Coates, Shawn Roberts, Ali Larter",Resident Evil: Afterlife,Movie,"Action,Adventure,Horror,Sci-Fi",Action,Adventure,Horror,Sci-Fi,,,,,,,,,4,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,English,Japanese,Spanish,,,,,,,,,,,,3,Paul W.S. Anderson,,,,,,,,,,,,,1,Milla Jovovich,Kim Coates,Shawn Roberts,Ali Larter,4,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,5.8,22,37,2,8,60128566,10-Sep-10,14/4/2015,"Constantin Film, Impact Pictures, Davis Films"
9842,"Resident Evil: The Final Chapter_Paul W.S. Anderson_Milla Jovovich, Shawn Roberts, Iain Glen, Ali Larter",Resident Evil: The Final Chapter,Movie,"Action,Horror,Sci-Fi",Action,Horror,Sci-Fi,,,,,,,,,,3,Canada,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,English,,,,,,,,,,,,,,1,Paul W.S. Anderson,,,,,,,,,,,,,1,Milla Jovovich,Shawn Roberts,Iain Glen,Ali Larter,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,R,5.5,37,49,2,3,26830068,27-Jan-17,18/8/2018,Constantin Film
